"LOCATION","Country","VARIABLE","Variable","SCENARIO","Scenario","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"COL","Colombia","GDPVTRD_CAP","Potential gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2030","2030",16900.49,,
"COL","Colombia","GDPVTRD_CAP","Potential gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2040","2040",21365.18,,
"COL","Colombia","GDPVTRD_CAP","Potential gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2050","2050",26006.75,,
"COL","Colombia","GDPVTRD_CAP","Potential gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2060","2060",32225.43,,
"COL","Colombia","IRL","Nominal long-term interest rate on government bonds, %","S1","Energy transition","A","Annual","2020","2020",6.33378236995861,,
"COL","Colombia","IRL","Nominal long-term interest rate on government bonds, %","S1","Energy transition","A","Annual","2023","2023",11.3641094368453,,
"COL","Colombia","IRL","Nominal long-term interest rate on government bonds, %","S1","Energy transition","A","Annual","2030","2030",6.815252,,
"COL","Colombia","IRL","Nominal long-term interest rate on government bonds, %","S1","Energy transition","A","Annual","2040","2040",6.234924,,
"COL","Colombia","IRL","Nominal long-term interest rate on government bonds, %","S1","Energy transition","A","Annual","2050","2050",5.743812,,
"COL","Colombia","IRL","Nominal long-term interest rate on government bonds, %","S1","Energy transition","A","Annual","2060","2060",5.518181,,
"COL","Colombia","IRS","Nominal short-term interest rate, %","S1","Energy transition","A","Annual","2020","2020",3.37833333333333,,
"COL","Colombia","IRS","Nominal short-term interest rate, %","S1","Energy transition","A","Annual","2023","2023",13.3708333333333,,
"COL","Colombia","IRS","Nominal short-term interest rate, %","S1","Energy transition","A","Annual","2030","2030",5.973357,,
"COL","Colombia","IRS","Nominal short-term interest rate, %","S1","Energy transition","A","Annual","2040","2040",5.765255,,
"COL","Colombia","IRS","Nominal short-term interest rate, %","S1","Energy transition","A","Annual","2050","2050",4.999722,,
"COL","Colombia","IRS","Nominal short-term interest rate, %","S1","Energy transition","A","Annual","2060","2060",4.991991,,
"COL","Colombia","KTPV_AV","Productive capital stock, volume, local currency, national base year","S1","Energy transition","A","Annual","2020","2020",1652777617207870,,
"COL","Colombia","KTPV_AV","Productive capital stock, volume, local currency, national base year","S1","Energy transition","A","Annual","2023","2023",1783764494781380,,
"COL","Colombia","KTPV_AV","Productive capital stock, volume, local currency, national base year","S1","Energy transition","A","Annual","2030","2030",2116007000000000,,
"COL","Colombia","KTPV_AV","Productive capital stock, volume, local currency, national base year","S1","Energy transition","A","Annual","2040","2040",2800521000000000,,
"COL","Colombia","KTPV_AV","Productive capital stock, volume, local currency, national base year","S1","Energy transition","A","Annual","2050","2050",3587995000000000,,
"COL","Colombia","KTPV_AV","Productive capital stock, volume, local currency, national base year","S1","Energy transition","A","Annual","2060","2060",4498367000000000,,
"COL","Colombia","NLGQ","Government net lending, % of GDP","S1","Energy transition","A","Annual","2020","2020",-8.77000266601994,,
"COL","Colombia","NLGQ","Government net lending, % of GDP","S1","Energy transition","A","Annual","2023","2023",-4.22888002658062,,
"COL","Colombia","PGDP","Gross domestic product, deflator, index, national base year","S1","Energy transition","A","Annual","2020","2020",1.2207557673602,,
"COL","Colombia","PGDP","Gross domestic product, deflator, index, national base year","S1","Energy transition","A","Annual","2023","2023",1.60001688310031,,
"COL","Colombia","PGDP","Gross domestic product, deflator, index, national base year","S1","Energy transition","A","Annual","2030","2030",2.072931,,
"COL","Colombia","PGDP","Gross domestic product, deflator, index, national base year","S1","Energy transition","A","Annual","2040","2040",2.786587,,
"COL","Colombia","PGDP","Gross domestic product, deflator, index, national base year","S1","Energy transition","A","Annual","2050","2050",3.744941,,
"COL","Colombia","PGDP","Gross domestic product, deflator, index, national base year","S1","Energy transition","A","Annual","2060","2060",5.032887,,
"COL","Colombia","POP","Total population","S1","Energy transition","A","Annual","2020","2020",49260971.25,,
"COL","Colombia","POP","Total population","S1","Energy transition","A","Annual","2023","2023",50975036.390602,,
"COL","Colombia","POP","Total population","S1","Energy transition","A","Annual","2030","2030",53489730.8302088,,
"COL","Colombia","POP","Total population","S1","Energy transition","A","Annual","2040","2040",55607184.6984035,,
"COL","Colombia","POP","Total population","S1","Energy transition","A","Annual","2050","2050",56313065.2764087,,
"COL","Colombia","POP","Total population","S1","Energy transition","A","Annual","2060","2060",55822787.7411697,,
"COL","Colombia","POPS","Trend total population","S1","Energy transition","A","Annual","2020","2020",49155186.2446777,,
"COL","Colombia","POPS","Trend total population","S1","Energy transition","A","Annual","2023","2023",51018396.7116438,,
"COL","Colombia","POPS","Trend total population","S1","Energy transition","A","Annual","2030","2030",53492894.4921902,,
"COL","Colombia","POPS","Trend total population","S1","Energy transition","A","Annual","2040","2040",55607636.3432962,,
"COL","Colombia","POPS","Trend total population","S1","Energy transition","A","Annual","2050","2050",56313703.2762003,,
"COL","Colombia","POPS","Trend total population","S1","Energy transition","A","Annual","2060","2060",55822589.386872,,
"COL","Colombia","POPS_1574","Trend working-age population (15 to 74)","S1","Energy transition","A","Annual","2020","2020",36860883.6754022,,
"COL","Colombia","POPS_1574","Trend working-age population (15 to 74)","S1","Energy transition","A","Annual","2023","2023",38530971.8181032,,
"COL","Colombia","POPS_1574","Trend working-age population (15 to 74)","S1","Energy transition","A","Annual","2030","2030",40585008.8913217,,
"COL","Colombia","POPS_1574","Trend working-age population (15 to 74)","S1","Energy transition","A","Annual","2040","2040",42090607.5362148,,
"COL","Colombia","POPS_1574","Trend working-age population (15 to 74)","S1","Energy transition","A","Annual","2050","2050",42177938.8237137,,
"COL","Colombia","POPS_1574","Trend working-age population (15 to 74)","S1","Energy transition","A","Annual","2060","2060",40824814.0721097,,
"COL","Colombia","PPP","Purchasing Power Parity exchange rate, local currency per USD","S1","Energy transition","A","Annual","2020","2020",1297.10038375019,,
"COL","Colombia","PPP","Purchasing Power Parity exchange rate, local currency per USD","S1","Energy transition","A","Annual","2023","2023",1412.58437561031,,
"COL","Colombia","PPP","Purchasing Power Parity exchange rate, local currency per USD","S1","Energy transition","A","Annual","2030","2030",1577.226,,
"COL","Colombia","PPP","Purchasing Power Parity exchange rate, local currency per USD","S1","Energy transition","A","Annual","2040","2040",1739.698,,
"COL","Colombia","PPP","Purchasing Power Parity exchange rate, local currency per USD","S1","Energy transition","A","Annual","2050","2050",1917.982,,
"COL","Colombia","PPP","Purchasing Power Parity exchange rate, local currency per USD","S1","Energy transition","A","Annual","2060","2060",2114.536,,
"COL","Colombia","SHARE_COAL","Share of coal in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2020","2020",0.110713249856503,,
"COL","Colombia","SHARE_COAL","Share of coal in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2023","2023",0.0763424565526504,,
"COL","Colombia","SHARE_COAL","Share of coal in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2030","2030",0.0583730422732233,,
"COL","Colombia","SHARE_COAL","Share of coal in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2040","2040",0.0291865211366116,,
"COL","Colombia","SHARE_COAL","Share of coal in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2050","2050",0,,
"COL","Colombia","SHARE_COAL","Share of coal in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2060","2060",0,,
"COL","Colombia","SHARE_GAS","Share of gas in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2020","2020",0.261779667436266,,
"COL","Colombia","SHARE_GAS","Share of gas in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2023","2023",0.223304764082313,,
"COL","Colombia","SHARE_GAS","Share of gas in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2030","2030",0.194849818524856,,
"COL","Colombia","SHARE_GAS","Share of gas in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2040","2040",0.147424909262428,,
"COL","Colombia","SHARE_GAS","Share of gas in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2050","2050",0.1,,
"COL","Colombia","SHARE_GAS","Share of gas in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2060","2060",0.092,,
"COL","Colombia","SHARE_HYDRO","Share of hydro in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2020","2020",0.10747974017344,,
"COL","Colombia","SHARE_HYDRO","Share of hydro in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2023","2023",0.122760950241388,,
"COL","Colombia","SHARE_HYDRO","Share of hydro in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2030","2030",0.157774125975775,,
"COL","Colombia","SHARE_HYDRO","Share of hydro in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2040","2040",0.1795685281958,,
"COL","Colombia","SHARE_HYDRO","Share of hydro in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2050","2050",0.185638290485619,,
"COL","Colombia","SHARE_HYDRO","Share of hydro in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2060","2060",0.18571135733832,,
"COL","Colombia","SHARE_NUCLEAR","Share of nuclear in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2020","2020",0,,
"COL","Colombia","SHARE_NUCLEAR","Share of nuclear in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2023","2023",0,,
"COL","Colombia","SHARE_NUCLEAR","Share of nuclear in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2030","2030",0,,
"COL","Colombia","SHARE_NUCLEAR","Share of nuclear in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2040","2040",0,,
"COL","Colombia","SHARE_NUCLEAR","Share of nuclear in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2050","2050",0,,
"COL","Colombia","SHARE_NUCLEAR","Share of nuclear in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2060","2060",0,,
"COL","Colombia","SHARE_OIL","Share of oil in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2020","2020",0.383610400996212,,
"COL","Colombia","SHARE_OIL","Share of oil in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2023","2023",0.452332053737292,,
"COL","Colombia","SHARE_OIL","Share of oil in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2030","2030",0.359486195182533,,
"COL","Colombia","SHARE_OIL","Share of oil in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2040","2040",0.204743097591266,,
"COL","Colombia","SHARE_OIL","Share of oil in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2050","2050",0.05,,
"COL","Colombia","SHARE_OIL","Share of oil in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2060","2060",0.048,,
"COL","Colombia","SHARE_ORENEW","Share of other renewables in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2020","2020",0.135963357403138,,
"COL","Colombia","SHARE_ORENEW","Share of other renewables in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2023","2023",0.12440499544714,,
"COL","Colombia","SHARE_ORENEW","Share of other renewables in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2030","2030",0.159887076347144,,
"COL","Colombia","SHARE_ORENEW","Share of other renewables in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2040","2040",0.1819733546272,,
"COL","Colombia","SHARE_ORENEW","Share of other renewables in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2050","2050",0.18812440468461,,
"COL","Colombia","SHARE_ORENEW","Share of other renewables in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2060","2060",0.188198450066793,,
"COL","Colombia","SHARE_SOLAR","Share of solar in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2020","2020",0.000431824439297573,,
"COL","Colombia","SHARE_SOLAR","Share of solar in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2023","2023",0.000705043894086887,,
"COL","Colombia","SHARE_SOLAR","Share of solar in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2030","2030",0.0351717152922354,,
"COL","Colombia","SHARE_SOLAR","Share of solar in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2040","2040",0.128957932196231,,
"COL","Colombia","SHARE_SOLAR","Share of solar in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2050","2050",0.238538518210629,,
"COL","Colombia","SHARE_SOLAR","Share of solar in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2060","2060",0.243465127351033,,
"COL","Colombia","SHARE_WIND","Share of wind in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2020","2020",0.0000217571861464001,,
"COL","Colombia","SHARE_WIND","Share of wind in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2023","2023",0.000149738457047946,,
"COL","Colombia","SHARE_WIND","Share of wind in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2030","2030",0.0344580288161521,,
"COL","Colombia","SHARE_WIND","Share of wind in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2040","2040",0.128145659402381,,
"COL","Colombia","SHARE_WIND","Share of wind in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2050","2050",0.23769878903106,,
"COL","Colombia","SHARE_WIND","Share of wind in total primary energy supply, fraction between 0 and 1","S1","Energy transition","A","Annual","2060","2060",0.242625067655771,,
"COL","Colombia","TES","Total primary energy supply, terajoules","S1","Energy transition","A","Annual","2020","2020",1677758.5157,,
"COL","Colombia","TES","Total primary energy supply, terajoules","S1","Energy transition","A","Annual","2023","2023",1800981.83774757,,
"COL","Colombia","TES","Total primary energy supply, terajoules","S1","Energy transition","A","Annual","2030","2030",1740011,,
"COL","Colombia","TES","Total primary energy supply, terajoules","S1","Energy transition","A","Annual","2040","2040",1621775,,
"COL","Colombia","TES","Total primary energy supply, terajoules","S1","Energy transition","A","Annual","2050","2050",1564093,,
"COL","Colombia","TES","Total primary energy supply, terajoules","S1","Energy transition","A","Annual","2060","2060",1689066,,
"CRI","Costa Rica","CO2","Gross CO2 emissions, million tonnes","S0","Baseline","A","Annual","2020","2020",7.082,,
"CRI","Costa Rica","CO2","Gross CO2 emissions, million tonnes","S0","Baseline","A","Annual","2023","2023",8.03382819617385,,
"CRI","Costa Rica","CO2","Gross CO2 emissions, million tonnes","S0","Baseline","A","Annual","2030","2030",8.955266,,
"CRI","Costa Rica","CO2","Gross CO2 emissions, million tonnes","S0","Baseline","A","Annual","2040","2040",10.32848,,
"CRI","Costa Rica","CO2","Gross CO2 emissions, million tonnes","S0","Baseline","A","Annual","2050","2050",11.06082,,
"CRI","Costa Rica","CO2","Gross CO2 emissions, million tonnes","S0","Baseline","A","Annual","2060","2060",11.25721,,
"CRI","Costa Rica","EFFLABS","Trend labour efficiency, chain-linked index in local currency, national base year","S0","Baseline","A","Annual","2020","2020",13400480.0064601,,
"CRI","Costa Rica","EFFLABS","Trend labour efficiency, chain-linked index in local currency, national base year","S0","Baseline","A","Annual","2023","2023",14234780.1435505,,
"CRI","Costa Rica","EFFLABS","Trend labour efficiency, chain-linked index in local currency, national base year","S0","Baseline","A","Annual","2030","2030",16824770,,
"CRI","Costa Rica","EFFLABS","Trend labour efficiency, chain-linked index in local currency, national base year","S0","Baseline","A","Annual","2040","2040",21700380,,
"CRI","Costa Rica","EFFLABS","Trend labour efficiency, chain-linked index in local currency, national base year","S0","Baseline","A","Annual","2050","2050",26933140,,
"CRI","Costa Rica","EFFLABS","Trend labour efficiency, chain-linked index in local currency, national base year","S0","Baseline","A","Annual","2060","2060",32394750,,
"CRI","Costa Rica","ERS1574","Trend aggregate employment rate, % of trend working-age population","S0","Baseline","A","Annual","2020","2020",57.0516569978845,,
"CRI","Costa Rica","ERS1574","Trend aggregate employment rate, % of trend working-age population","S0","Baseline","A","Annual","2023","2023",56.4005016307058,,
"CRI","Costa Rica","ERS1574","Trend aggregate employment rate, % of trend working-age population","S0","Baseline","A","Annual","2030","2030",56.2007295660793,,
"CRI","Costa Rica","ERS1574","Trend aggregate employment rate, % of trend working-age population","S0","Baseline","A","Annual","2040","2040",57.3770068660472,,
"CRI","Costa Rica","ERS1574","Trend aggregate employment rate, % of trend working-age population","S0","Baseline","A","Annual","2050","2050",56.370304421747,,
"CRI","Costa Rica","ERS1574","Trend aggregate employment rate, % of trend working-age population","S0","Baseline","A","Annual","2060","2060",55.082473966311,,
"CRI","Costa Rica","ETPT","Potential employment, persons","S0","Baseline","A","Annual","2020","2020",2188336.28679148,,
"CRI","Costa Rica","ETPT","Potential employment, persons","S0","Baseline","A","Annual","2023","2023",2241575.54325226,,
"CRI","Costa Rica","ETPT","Potential employment, persons","S0","Baseline","A","Annual","2030","2030",2364931.57621143,,
"CRI","Costa Rica","ETPT","Potential employment, persons","S0","Baseline","A","Annual","2040","2040",2474039.08277048,,
"CRI","Costa Rica","ETPT","Potential employment, persons","S0","Baseline","A","Annual","2050","2050",2411027.69878666,,
"CRI","Costa Rica","ETPT","Potential employment, persons","S0","Baseline","A","Annual","2060","2060",2253638.33239574,,
"CRI","Costa Rica","EXCH","Exchange rate, USD per local currency","S0","Baseline","A","Annual","2020","2020",0.00171144806458536,,
"CRI","Costa Rica","EXCH","Exchange rate, USD per local currency","S0","Baseline","A","Annual","2023","2023",0.00184522508250243,,
"CRI","Costa Rica","EXCH","Exchange rate, USD per local currency","S0","Baseline","A","Annual","2030","2030",0.00185111,,
"CRI","Costa Rica","EXCH","Exchange rate, USD per local currency","S0","Baseline","A","Annual","2040","2040",0.00184361,,
"CRI","Costa Rica","EXCH","Exchange rate, USD per local currency","S0","Baseline","A","Annual","2050","2050",0.00177524,,
"CRI","Costa Rica","EXCH","Exchange rate, USD per local currency","S0","Baseline","A","Annual","2060","2060",0.00166801,,
"CRI","Costa Rica","GAP","Output gap, % of potential output","S0","Baseline","A","Annual","2020","2020",-7.60616531804977,,
"CRI","Costa Rica","GAP","Output gap, % of potential output","S0","Baseline","A","Annual","2023","2023",1.25071901745333,,
"CRI","Costa Rica","GAP","Output gap, % of potential output","S0","Baseline","A","Annual","2030","2030",0.2122006,,
"CRI","Costa Rica","GAP","Output gap, % of potential output","S0","Baseline","A","Annual","2040","2040",0.000264086,,
"CRI","Costa Rica","GAP","Output gap, % of potential output","S0","Baseline","A","Annual","2050","2050",0.000000263859,,
"CRI","Costa Rica","GAP","Output gap, % of potential output","S0","Baseline","A","Annual","2060","2060",0,,
"CRI","Costa Rica","GDP","Gross domestic product, nominal, local currency","S0","Baseline","A","Annual","2020","2020",36495246082000.1,,
"CRI","Costa Rica","GDP","Gross domestic product, nominal, local currency","S0","Baseline","A","Annual","2023","2023",46972731465270.5,,
"CRI","Costa Rica","GDP","Gross domestic product, nominal, local currency","S0","Baseline","A","Annual","2030","2030",71746350000000,,
"CRI","Costa Rica","GDP","Gross domestic product, nominal, local currency","S0","Baseline","A","Annual","2040","2040",130150900000000,,
"CRI","Costa Rica","GDP","Gross domestic product, nominal, local currency","S0","Baseline","A","Annual","2050","2050",215367500000000,,
"CRI","Costa Rica","GDP","Gross domestic product, nominal, local currency","S0","Baseline","A","Annual","2060","2060",332594300000000,,
"CRI","Costa Rica","GDPV","Gross domestic product, volume, chain-linked index in local currency, national base year","S0","Baseline","A","Annual","2020","2020",34551599495000.2,,
"CRI","Costa Rica","GDPV","Gross domestic product, volume, chain-linked index in local currency, national base year","S0","Baseline","A","Annual","2023","2023",40960491905751.4,,
"CRI","Costa Rica","GDPV","Gross domestic product, volume, chain-linked index in local currency, national base year","S0","Baseline","A","Annual","2030","2030",50506710000000,,
"CRI","Costa Rica","GDPV","Gross domestic product, volume, chain-linked index in local currency, national base year","S0","Baseline","A","Annual","2040","2040",68084600000000,,
"CRI","Costa Rica","GDPV","Gross domestic product, volume, chain-linked index in local currency, national base year","S0","Baseline","A","Annual","2050","2050",83831840000000,,
"CRI","Costa Rica","GDPV","Gross domestic product, volume, chain-linked index in local currency, national base year","S0","Baseline","A","Annual","2060","2060",96332180000000,,
"CRI","Costa Rica","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2020","2020",93078921431.6373,,
"CRI","Costa Rica","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2023","2023",110343904873.3,,
"CRI","Costa Rica","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2030","2030",136057900000,,
"CRI","Costa Rica","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2040","2040",183410200000,,
"CRI","Costa Rica","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2050","2050",225831000000,,
"CRI","Costa Rica","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2060","2060",259505100000,,
"CRI","Costa Rica","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2020","2020",18220.2615809671,,
"CRI","Costa Rica","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2023","2023",21061.7132855937,,
"CRI","Costa Rica","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2030","2030",24897.97,,
"CRI","Costa Rica","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2040","2040",32269.01,,
"CRI","Costa Rica","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2050","2050",39264.43,,
"CRI","Costa Rica","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2060","2060",45689.77,,
"CRI","Costa Rica","GDPVTR","Potential gross domestic product, volume, chain-linked index in local currency, national base year","S0","Baseline","A","Annual","2020","2020",37396001166028.1,,
"CRI","Costa Rica","GDPVTR","Potential gross domestic product, volume, chain-linked index in local currency, national base year","S0","Baseline","A","Annual","2023","2023",40454519536489.2,,
"CRI","Costa Rica","GDPVTR","Potential gross domestic product, volume, chain-linked index in local currency, national base year","S0","Baseline","A","Annual","2030","2030",50399760000000,,
"CRI","Costa Rica","GDPVTR","Potential gross domestic product, volume, chain-linked index in local currency, national base year","S0","Baseline","A","Annual","2040","2040",68084420000000,,
"CRI","Costa Rica","GDPVTR","Potential gross domestic product, volume, chain-linked index in local currency, national base year","S0","Baseline","A","Annual","2050","2050",83831840000000,,
"CRI","Costa Rica","GDPVTR","Potential gross domestic product, volume, chain-linked index in local currency, national base year","S0","Baseline","A","Annual","2060","2060",96332180000000,,
"CRI","Costa Rica","GDPVTRD","Potential gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2020","2020",100739485987.797,,
"CRI","Costa Rica","GDPVTRD","Potential gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2023","2023",108978697639.239,,
"CRI","Costa Rica","GDPVTRD","Potential gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2030","2030",135769700000,,
"CRI","Costa Rica","GDPVTRD","Potential gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2040","2040",183409700000,,
"CRI","Costa Rica","GDPVTRD","Potential gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2050","2050",225831000000,,
"CRI","Costa Rica","GDPVTRD","Potential gross domestic product, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2060","2060",259505100000,,
"CRI","Costa Rica","GDPVTRD_CAP","Potential gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2020","2020",19715.1163448589,,
"CRI","Costa Rica","GDPVTRD_CAP","Potential gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2023","2023",20790.1272517113,,
"CRI","Costa Rica","GDPVTRD_CAP","Potential gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2030","2030",24845.36,,
"CRI","Costa Rica","GDPVTRD_CAP","Potential gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2040","2040",32268.87,,
"CRI","Costa Rica","GDPVTRD_CAP","Potential gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2050","2050",39264.38,,
"CRI","Costa Rica","GDPVTRD_CAP","Potential gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S0","Baseline","A","Annual","2060","2060",45689.93,,
"CRI","Costa Rica","IRS","Nominal short-term interest rate, %","S0","Baseline","A","Annual","2020","2020",1.16347836677197,,
"CRI","Costa Rica","IRS","Nominal short-term interest rate, %","S0","Baseline","A","Annual","2023","2023",7.33554307859614,,
"CRI","Costa Rica","IRS","Nominal short-term interest rate, %","S0","Baseline","A","Annual","2030","2030",6.389957,,
"CRI","Costa Rica","IRS","Nominal short-term interest rate, %","S0","Baseline","A","Annual","2040","2040",5.977424,,
"CRI","Costa Rica","IRS","Nominal short-term interest rate, %","S0","Baseline","A","Annual","2050","2050",5.00886,,
"CRI","Costa Rica","IRS","Nominal short-term interest rate, %","S0","Baseline","A","Annual","2060","2060",4.368249,,
"CRI","Costa Rica","KTPV_AV","Productive capital stock, volume, local currency, national base year","S0","Baseline","A","Annual","2020","2020",61264145390382.4,,
"CRI","Costa Rica","KTPV_AV","Productive capital stock, volume, local currency, national base year","S0","Baseline","A","Annual","2023","2023",65496180489332.7,,
"CRI","Costa Rica","KTPV_AV","Productive capital stock, volume, local currency, national base year","S0","Baseline","A","Annual","2030","2030",81444310000000,,
"CRI","Costa Rica","KTPV_AV","Productive capital stock, volume, local currency, national base year","S0","Baseline","A","Annual","2040","2040",110286400000000,,
"CRI","Costa Rica","KTPV_AV","Productive capital stock, volume, local currency, national base year","S0","Baseline","A","Annual","2050","2050",140802300000000,,
"CRI","Costa Rica","KTPV_AV","Productive capital stock, volume, local currency, national base year","S0","Baseline","A","Annual","2060","2060",169139600000000,,
"CRI","Costa Rica","NLGQ","Government net lending, % of GDP","S0","Baseline","A","Annual","2020","2020",-5.3140616880414,,
"CRI","Costa Rica","NLGQ","Government net lending, % of GDP","S0","Baseline","A","Annual","2023","2023",0.779943801940023,,
"CRI","Costa Rica","PGDP","Gross domestic product, deflator, index, national base year","S0","Baseline","A","Annual","2020","2020",1.05625344746431,,
"CRI","Costa Rica","PGDP","Gross domestic product, deflator, index, national base year","S0","Baseline","A","Annual","2023","2023",1.14678142961156,,
"CRI","Costa Rica","PGDP","Gross domestic product, deflator, index, national base year","S0","Baseline","A","Annual","2030","2030",1.420531,,
"CRI","Costa Rica","PGDP","Gross domestic product, deflator, index, national base year","S0","Baseline","A","Annual","2040","2040",1.911605,,
"CRI","Costa Rica","PGDP","Gross domestic product, deflator, index, national base year","S0","Baseline","A","Annual","2050","2050",2.569042,,
"CRI","Costa Rica","PGDP","Gross domestic product, deflator, index, national base year","S0","Baseline","A","Annual","2060","2060",3.452578,,
"CRI","Costa Rica","POP","Total population","S0","Baseline","A","Annual","2020","2020",5108539.25,,
"CRI","Costa Rica","POP","Total population","S0","Baseline","A","Annual","2023","2023",5239075.44353364,,
